row_idx,tweet,gt_target,gt_stance,gt_prediction,similar_target,sim_prediction,ESS,CED,TFR
317,"- feel! I'll bin this one upload a newer mix in a few days see which version you like better, re's D peace SemST",climate change is a concern,NONE,AGAINST,Music Mix,AGAINST,0.0,1.0,0.0
317,"- feel! I'll bin this one upload a newer mix in a few days see which version you like better, re's D peace SemST",climate change is a concern,NONE,AGAINST,SemST,AGAINST,0.0,1.0,0.0
317,"- feel! I'll bin this one upload a newer mix in a few days see which version you like better, re's D peace SemST",climate change is a concern,NONE,AGAINST,D,AGAINST,0.0,1.0,0.0
318,I'm guessing there was a lot less humidity back in the time of Moses. SemST,climate change is a concern,FAVOR,AGAINST,Humidity,AGAINST,0.0,1.0,0.0
318,I'm guessing there was a lot less humidity back in the time of Moses. SemST,climate change is a concern,FAVOR,AGAINST,Moses,AGAINST,0.0,1.0,0.0
318,I'm guessing there was a lot less humidity back in the time of Moses. SemST,climate change is a concern,FAVOR,AGAINST,humidity,AGAINST,0.0,1.0,0.0
319,religion race have already been disproven by reason and science. I wonder what we can do about politics drought SemST,climate change is a concern,NONE,AGAINST,Politics,AGAINST,0.0,1.0,0.0
319,religion race have already been disproven by reason and science. I wonder what we can do about politics drought SemST,climate change is a concern,NONE,AGAINST,SemST,AGAINST,0.0,1.0,0.0
319,religion race have already been disproven by reason and science. I wonder what we can do about politics drought SemST,climate change is a concern,NONE,AGAINST,religion,AGAINST,0.0,1.0,0.0
320,we Have to talk about new normals SemST,climate change is a concern,NONE,AGAINST,New normals,AGAINST,0.0,1.0,0.0
320,we Have to talk about new normals SemST,climate change is a concern,NONE,AGAINST,new normals,AGAINST,0.0,1.0,0.0
320,we Have to talk about new normals SemST,climate change is a concern,NONE,AGAINST,new normals,AGAINST,0.0,1.0,0.0
321,Weather patterns evolving very differently over the last few years. SemST,climate change is a concern,FAVOR,AGAINST,Weather patterns,AGAINST,0.0,1.0,0.0
321,Weather patterns evolving very differently over the last few years. SemST,climate change is a concern,FAVOR,AGAINST,Weather patterns,AGAINST,0.0,1.0,0.0
321,Weather patterns evolving very differently over the last few years. SemST,climate change is a concern,FAVOR,AGAINST,weather patterns,AGAINST,0.0,1.0,0.0
322,2014 was hottest year on record. Looks like 2015 is going to break that record. SemST,climate change is a concern,FAVOR,AGAINST,Global Warming,AGAINST,0.0,1.0,0.0
322,2014 was hottest year on record. Looks like 2015 is going to break that record. SemST,climate change is a concern,FAVOR,AGAINST,2015,AGAINST,0.0,1.0,0.0
322,2014 was hottest year on record. Looks like 2015 is going to break that record. SemST,climate change is a concern,FAVOR,AGAINST,hottest year,AGAINST,0.0,1.0,0.0
323,I'm just happy he's telling the to wise up RE SemST,climate change is a concern,NONE,AGAINST,GOP,AGAINST,0.0,1.0,0.0
323,I'm just happy he's telling the to wise up RE SemST,climate change is a concern,NONE,AGAINST,SemST,AGAINST,0.0,1.0,0.0
323,I'm just happy he's telling the to wise up RE SemST,climate change is a concern,NONE,AGAINST,telling the @gop,AGAINST,0.0,1.0,0.0
324,we're way behind everybody on just about everything gaymarriage asylumseekers SemST,climate change is a concern,NONE,AGAINST,Australia,AGAINST,0.0,1.0,0.0
324,we're way behind everybody on just about everything gaymarriage asylumseekers SemST,climate change is a concern,NONE,AGAINST,gay marriage,AGAINST,0.0,1.0,0.0
324,we're way behind everybody on just about everything gaymarriage asylumseekers SemST,climate change is a concern,NONE,AGAINST,gay marriage,AGAINST,0.0,1.0,0.0
325,That is one of the most INSANE and DELUSIONAL quotes I've ever seen. tcot tlot SemST,climate change is a concern,NONE,AGAINST,The Washington Post,AGAINST,0.0,1.0,0.0
325,That is one of the most INSANE and DELUSIONAL quotes I've ever seen. tcot tlot SemST,climate change is a concern,NONE,AGAINST,washingtonpost,AGAINST,0.0,1.0,0.0
325,That is one of the most INSANE and DELUSIONAL quotes I've ever seen. tcot tlot SemST,climate change is a concern,NONE,AGAINST,insane,AGAINST,0.0,1.0,0.0
326,yes ironic that the alarmists are the actual deniers SemST,climate change is a concern,AGAINST,AGAINST,Climate Change Alarmists,AGAINST,0.0,1.0,0.0
326,yes ironic that the alarmists are the actual deniers SemST,climate change is a concern,AGAINST,AGAINST,SemST,AGAINST,0.0,1.0,0.0
326,yes ironic that the alarmists are the actual deniers SemST,climate change is a concern,AGAINST,AGAINST,alarmists,AGAINST,0.0,1.0,0.0
327,congress. Dutch way in reducing greenhouse gasses agriculture is excellent example combat SemST,climate change is a concern,FAVOR,AGAINST,Dutch way in reducing greenhouse gasses agriculture,AGAINST,0.0,1.0,0.0
327,congress. Dutch way in reducing greenhouse gasses agriculture is excellent example combat SemST,climate change is a concern,FAVOR,AGAINST,SemST,AGAINST,0.0,1.0,0.0
327,congress. Dutch way in reducing greenhouse gasses agriculture is excellent example combat SemST,climate change is a concern,FAVOR,AGAINST,greenhouse gasses,AGAINST,0.0,1.0,0.0
328,"A better question would have been, do you worship on Saturday or Sunday?",gay rights,FAVOR,AGAINST,['Religious Observance',AGAINST,0.0,1.0,0.0
328,"A better question would have been, do you worship on Saturday or Sunday?",gay rights,FAVOR,AGAINST,'Sunday',AGAINST,0.0,1.0,0.0
328,"A better question would have been, do you worship on Saturday or Sunday?",gay rights,FAVOR,AGAINST,nan],AGAINST,0.0,1.0,0.0
329,A child needs a mother and a father figure. If two men adopt a girl how are they going to explain girl stuff.,gay rights,AGAINST,AGAINST,Same-sex adoption,AGAINST,0.0,1.0,0.0
329,A child needs a mother and a father figure. If two men adopt a girl how are they going to explain girl stuff.,gay rights,AGAINST,AGAINST,girl stuff,AGAINST,0.0,1.0,0.0
329,A child needs a mother and a father figure. If two men adopt a girl how are they going to explain girl stuff.,gay rights,AGAINST,AGAINST,father figure,AGAINST,0.0,1.0,0.0
330,"A high emissions scenario would be a disaster for marine life, as well as for ourselves - Dr Williamson SemST",climate change is a concern,FAVOR,AGAINST,High emissions scenario,AGAINST,0.0,1.0,0.0
330,"A high emissions scenario would be a disaster for marine life, as well as for ourselves - Dr Williamson SemST",climate change is a concern,FAVOR,AGAINST,marine life,AGAINST,0.0,1.0,0.0
330,"A high emissions scenario would be a disaster for marine life, as well as for ourselves - Dr Williamson SemST",climate change is a concern,FAVOR,AGAINST,emissions,AGAINST,0.0,1.0,0.0
331,"A lot of them are stupid and come up with outright stupid, ignorant arguments against it. but a lot choose not to agree with it because it contradicts their faith.",creationism,FAVOR,AGAINST,Unspecified Topic,AGAINST,0.0,1.0,0.0
331,"A lot of them are stupid and come up with outright stupid, ignorant arguments against it. but a lot choose not to agree with it because it contradicts their faith.",creationism,FAVOR,AGAINST,arguments against,AGAINST,0.0,1.0,0.0
331,"A lot of them are stupid and come up with outright stupid, ignorant arguments against it. but a lot choose not to agree with it because it contradicts their faith.",creationism,FAVOR,AGAINST,atheism,AGAINST,0.0,1.0,0.0
332,"A six day creation is a literal interpretation of Genesis, but it is not the only literal interpretation. You always pick the narrowest interpretation as if it was the only interpretation. It is not.",creationism,AGAINST,AGAINST,Literal interpretations of religious texts,AGAINST,0.0,1.0,0.0
332,"A six day creation is a literal interpretation of Genesis, but it is not the only literal interpretation. You always pick the narrowest interpretation as if it was the only interpretation. It is not.",creationism,AGAINST,AGAINST,literal interpretation,AGAINST,0.0,1.0,0.0
332,"A six day creation is a literal interpretation of Genesis, but it is not the only literal interpretation. You always pick the narrowest interpretation as if it was the only interpretation. It is not.",creationism,AGAINST,AGAINST,creation,AGAINST,0.0,1.0,0.0
333,A website is not a church - like I said - church that gets deduced taxes and is christian.,gay rights,AGAINST,AGAINST,Tax exemption for churches,AGAINST,0.0,1.0,0.0
333,A website is not a church - like I said - church that gets deduced taxes and is christian.,gay rights,AGAINST,AGAINST,website,AGAINST,0.0,1.0,0.0
333,A website is not a church - like I said - church that gets deduced taxes and is christian.,gay rights,AGAINST,AGAINST,church,AGAINST,0.0,1.0,0.0
334,"AFAIK, the languages of Genesis are Hebrew and Aramaic. Both of these have continuous spoken traditions. I'm not sure that you are making your point very well.AiG's point that 'yom' means a common sense day in Genesis 1 is valid. Certainly the Mosaic author of Exodus understood it that way when he used it to justify the creation of a 7 day week and day of rest.",creationism,AGAINST,AGAINST,Answers in Genesis (AiG),AGAINST,0.0,1.0,0.0
334,"AFAIK, the languages of Genesis are Hebrew and Aramaic. Both of these have continuous spoken traditions. I'm not sure that you are making your point very well.AiG's point that 'yom' means a common sense day in Genesis 1 is valid. Certainly the Mosaic author of Exodus understood it that way when he used it to justify the creation of a 7 day week and day of rest.",creationism,AGAINST,AGAINST,Not Found,AGAINST,0.0,1.0,0.0
334,"AFAIK, the languages of Genesis are Hebrew and Aramaic. Both of these have continuous spoken traditions. I'm not sure that you are making your point very well.AiG's point that 'yom' means a common sense day in Genesis 1 is valid. Certainly the Mosaic author of Exodus understood it that way when he used it to justify the creation of a 7 day week and day of rest.",creationism,AGAINST,AGAINST,yom,AGAINST,0.0,1.0,0.0
335,"AIG doesn't believe the geological data. They believe the world is a little over 6,000 years old!",creationism,AGAINST,AGAINST,AIG,AGAINST,0.0,1.0,0.0
335,"AIG doesn't believe the geological data. They believe the world is a little over 6,000 years old!",creationism,AGAINST,AGAINST,AIG,AGAINST,0.0,1.0,0.0
335,"AIG doesn't believe the geological data. They believe the world is a little over 6,000 years old!",creationism,AGAINST,AGAINST,geological data,AGAINST,0.0,1.0,0.0
336,"According to the Christians I grew up around Southern Baptists , yes, being a born-again Christian trumps all. But since I am an atheist, I consider such debates about equal to debating which color of unicorns is more fair .",gay rights,FAVOR,AGAINST,Born-again Christian,AGAINST,0.0,1.0,0.0
336,"According to the Christians I grew up around Southern Baptists , yes, being a born-again Christian trumps all. But since I am an atheist, I consider such debates about equal to debating which color of unicorns is more fair .",gay rights,FAVOR,AGAINST,born again christian,AGAINST,0.0,1.0,0.0
336,"According to the Christians I grew up around Southern Baptists , yes, being a born-again Christian trumps all. But since I am an atheist, I consider such debates about equal to debating which color of unicorns is more fair .",gay rights,FAVOR,AGAINST,atheist,AGAINST,0.0,1.0,0.0
337,"Actually, I'm not sure it's been proven. I do think that human evolution is what scientists say it is, in that we evolved from primates, but it hasn't been proven.",creationism,AGAINST,AGAINST,Human Evolution,AGAINST,0.0,1.0,0.0
337,"Actually, I'm not sure it's been proven. I do think that human evolution is what scientists say it is, in that we evolved from primates, but it hasn't been proven.",creationism,AGAINST,AGAINST,human evolution,AGAINST,0.0,1.0,0.0
337,"Actually, I'm not sure it's been proven. I do think that human evolution is what scientists say it is, in that we evolved from primates, but it hasn't been proven.",creationism,AGAINST,AGAINST,human,AGAINST,0.0,1.0,0.0
338,"Actually, the person on the receiving end sometimes gets butt hurt. Or so I'm told",gay rights,AGAINST,AGAINST,Sensitivity,AGAINST,0.0,1.0,0.0
338,"Actually, the person on the receiving end sometimes gets butt hurt. Or so I'm told",gay rights,AGAINST,AGAINST,butt hurt,AGAINST,0.0,1.0,0.0
338,"Actually, the person on the receiving end sometimes gets butt hurt. Or so I'm told",gay rights,AGAINST,AGAINST,receiving end,AGAINST,0.0,1.0,0.0
339,Adaptation is something that reduces the negative impact or enhances the positive impact of CFCC15 Journey2015 SemST,climate change is a concern,FAVOR,AGAINST,Adaptation,AGAINST,0.0,1.0,0.0
339,Adaptation is something that reduces the negative impact or enhances the positive impact of CFCC15 Journey2015 SemST,climate change is a concern,FAVOR,AGAINST,CFCC15,AGAINST,0.0,1.0,0.0
339,Adaptation is something that reduces the negative impact or enhances the positive impact of CFCC15 Journey2015 SemST,climate change is a concern,FAVOR,AGAINST,positive impact,AGAINST,0.0,1.0,0.0
340,After all he is just trying to compete with your legacy Nick. Coherent arguments are not really a requirement for ID.,creationism,AGAINST,AGAINST,Intelligent Design (ID),AGAINST,0.0,1.0,0.0
340,After all he is just trying to compete with your legacy Nick. Coherent arguments are not really a requirement for ID.,creationism,AGAINST,AGAINST,Nick,AGAINST,0.0,1.0,0.0
340,After all he is just trying to compete with your legacy Nick. Coherent arguments are not really a requirement for ID.,creationism,AGAINST,AGAINST,Coherent arguments,AGAINST,0.0,1.0,0.0
341,"After the Millennials come the Apocalypticals. Thanks, breeders. overpopulation SemST",climate change is a concern,NONE,AGAINST,Overpopulation,AGAINST,0.0,1.0,0.0
341,"After the Millennials come the Apocalypticals. Thanks, breeders. overpopulation SemST",climate change is a concern,NONE,AGAINST,overpopulation,AGAINST,0.0,1.0,0.0
341,"After the Millennials come the Apocalypticals. Thanks, breeders. overpopulation SemST",climate change is a concern,NONE,AGAINST,Millennials,AGAINST,0.0,1.0,0.0
342,Agreed. They will all be hunted down and slaughtered. Those things don't have long to live.,gay rights,AGAINST,AGAINST,Unspecified Group,AGAINST,0.0,1.0,0.0
342,Agreed. They will all be hunted down and slaughtered. Those things don't have long to live.,gay rights,AGAINST,AGAINST,things,AGAINST,0.0,1.0,0.0
342,Agreed. They will all be hunted down and slaughtered. Those things don't have long to live.,gay rights,AGAINST,AGAINST,they,AGAINST,0.0,1.0,0.0
343,"Ah, OK, I get it. you want to have the last word",gay rights,FAVOR,AGAINST,Having the last word,AGAINST,0.0,1.0,0.0
343,"Ah, OK, I get it. you want to have the last word",gay rights,FAVOR,AGAINST,last word,AGAINST,0.0,1.0,0.0
343,"Ah, OK, I get it. you want to have the last word",gay rights,FAVOR,AGAINST,last word,AGAINST,0.0,1.0,0.0
344,"All AiG is showing is that the author of one part of the Bible took the author of another part of the Bible literally, not that either one knew what they were talking about. What if the Hebrews had a seven day week and wrote the text to justify and sanctify existing practice?AiG's argument is no more sophisticated than I'm right because I think I'm right.",creationism,AGAINST,AGAINST,AiG,AGAINST,0.0,1.0,0.0
344,"All AiG is showing is that the author of one part of the Bible took the author of another part of the Bible literally, not that either one knew what they were talking about. What if the Hebrews had a seven day week and wrote the text to justify and sanctify existing practice?AiG's argument is no more sophisticated than I'm right because I think I'm right.",creationism,AGAINST,AGAINST,Bible,AGAINST,0.0,1.0,0.0
344,"All AiG is showing is that the author of one part of the Bible took the author of another part of the Bible literally, not that either one knew what they were talking about. What if the Hebrews had a seven day week and wrote the text to justify and sanctify existing practice?AiG's argument is no more sophisticated than I'm right because I think I'm right.",creationism,AGAINST,AGAINST,Bible,AGAINST,0.0,1.0,0.0
345,"All of those so-called evidences have been debunked by real scientists with real degrees and have true understanding of science. How did creation scientists even get their degrees in the first place? They should have their degrees retracted for spewing such utter nonsense!Nonetheless, you must be a pawn of that sleazy tax-evading, unpatriotic disgrace of an American named Kent Hovind who, by the way, does NOT have an accredited doctoral degree .",creationism,AGAINST,AGAINST,Creation science,AGAINST,0.0,1.0,0.0
345,"All of those so-called evidences have been debunked by real scientists with real degrees and have true understanding of science. How did creation scientists even get their degrees in the first place? They should have their degrees retracted for spewing such utter nonsense!Nonetheless, you must be a pawn of that sleazy tax-evading, unpatriotic disgrace of an American named Kent Hovind who, by the way, does NOT have an accredited doctoral degree .",creationism,AGAINST,AGAINST,Kent Hovind,AGAINST,0.0,1.0,0.0
345,"All of those so-called evidences have been debunked by real scientists with real degrees and have true understanding of science. How did creation scientists even get their degrees in the first place? They should have their degrees retracted for spewing such utter nonsense!Nonetheless, you must be a pawn of that sleazy tax-evading, unpatriotic disgrace of an American named Kent Hovind who, by the way, does NOT have an accredited doctoral degree .",creationism,AGAINST,AGAINST,evidences,AGAINST,0.0,1.0,0.0
346,All this is hard to understand. I was once where you are at. I did not believe any of it. I found myself wrong on everything. The truth is not something man has much of in his nature. What man has not lied once or twice? The answer is none.There supposedly is scientific evidence for both beliefs.so who do you belief?My logic is there is no good reason to not believe in 6 days as the bible says.,creationism,FAVOR,AGAINST,Creationism,AGAINST,0.0,1.0,0.0
346,All this is hard to understand. I was once where you are at. I did not believe any of it. I found myself wrong on everything. The truth is not something man has much of in his nature. What man has not lied once or twice? The answer is none.There supposedly is scientific evidence for both beliefs.so who do you belief?My logic is there is no good reason to not believe in 6 days as the bible says.,creationism,FAVOR,AGAINST,man has not lied once or twice,AGAINST,0.0,1.0,0.0
346,All this is hard to understand. I was once where you are at. I did not believe any of it. I found myself wrong on everything. The truth is not something man has much of in his nature. What man has not lied once or twice? The answer is none.There supposedly is scientific evidence for both beliefs.so who do you belief?My logic is there is no good reason to not believe in 6 days as the bible says.,creationism,FAVOR,AGAINST,6 days,AGAINST,0.0,1.0,0.0
347,Also what's up with this ridiculous weather? It was raining this morning and now it's like super hot! weatherproblems lame SemST,climate change is a concern,FAVOR,AGAINST,Weather,AGAINST,0.0,1.0,0.0
347,Also what's up with this ridiculous weather? It was raining this morning and now it's like super hot! weatherproblems lame SemST,climate change is a concern,FAVOR,AGAINST,weather,AGAINST,0.0,1.0,0.0
347,Also what's up with this ridiculous weather? It was raining this morning and now it's like super hot! weatherproblems lame SemST,climate change is a concern,FAVOR,AGAINST,lame,AGAINST,0.0,1.0,0.0
348,"Also, it's raining here in the Brazilian central savannas. We were supposed to be in the pinnacle of the dry season. SemST",climate change is a concern,FAVOR,AGAINST,Climate Change,AGAINST,0.0,1.0,0.0
348,"Also, it's raining here in the Brazilian central savannas. We were supposed to be in the pinnacle of the dry season. SemST",climate change is a concern,FAVOR,AGAINST,Brazilian central savannas,AGAINST,0.0,1.0,0.0
348,"Also, it's raining here in the Brazilian central savannas. We were supposed to be in the pinnacle of the dry season. SemST",climate change is a concern,FAVOR,AGAINST,Brazilian central savannas,AGAINST,0.0,1.0,0.0
349,"Although I firmly believe in evolution, it is only a theory, and even though theories have evidence and are backed up with facts, they are not 100 true and can probably never really be proven, like the Big Bang Theory. But just because something is a theory does not mean people cannot believe in it I personally believe in both evolution and the Big Bang.",creationism,FAVOR,AGAINST,Evolution,AGAINST,0.0,1.0,0.0
349,"Although I firmly believe in evolution, it is only a theory, and even though theories have evidence and are backed up with facts, they are not 100 true and can probably never really be proven, like the Big Bang Theory. But just because something is a theory does not mean people cannot believe in it I personally believe in both evolution and the Big Bang.",creationism,FAVOR,AGAINST,evolution,AGAINST,0.0,1.0,0.0
349,"Although I firmly believe in evolution, it is only a theory, and even though theories have evidence and are backed up with facts, they are not 100 true and can probably never really be proven, like the Big Bang Theory. But just because something is a theory does not mean people cannot believe in it I personally believe in both evolution and the Big Bang.",creationism,FAVOR,AGAINST,Big Bang,AGAINST,0.0,1.0,0.0
350,America is changing faster like speed of the light ConfederateTakeDown LoveWins SemST,climate change is a concern,NONE,AGAINST,Confederate Monuments,AGAINST,0.0,1.0,0.0
350,America is changing faster like speed of the light ConfederateTakeDown LoveWins SemST,climate change is a concern,NONE,AGAINST,ConfederateTakeDown,AGAINST,0.0,1.0,0.0
350,America is changing faster like speed of the light ConfederateTakeDown LoveWins SemST,climate change is a concern,NONE,AGAINST,ConfederateTakeDown,AGAINST,0.0,1.0,0.0
351,An appeal to one narrow religious text isn't very persuasive. Why should CCC be important to anyone not a Catholic? You should be bringing arguments that anyone who lives in the same reality can agree with.,creationism,AGAINST,AGAINST,CCC,AGAINST,0.0,1.0,0.0
351,An appeal to one narrow religious text isn't very persuasive. Why should CCC be important to anyone not a Catholic? You should be bringing arguments that anyone who lives in the same reality can agree with.,creationism,AGAINST,AGAINST,Catholic Church,AGAINST,0.0,1.0,0.0
351,An appeal to one narrow religious text isn't very persuasive. Why should CCC be important to anyone not a Catholic? You should be bringing arguments that anyone who lives in the same reality can agree with.,creationism,AGAINST,AGAINST,religious,AGAINST,0.0,1.0,0.0
352,"And I guess those differences bring us right back to the atheist vs. agnostic thing. Oh well.Out of curiosity, what three philosophers are you referring to?",creationism,AGAINST,AGAINST,Atheist vs. Agnostic Debate,AGAINST,0.0,1.0,0.0
352,"And I guess those differences bring us right back to the atheist vs. agnostic thing. Oh well.Out of curiosity, what three philosophers are you referring to?",creationism,AGAINST,AGAINST,atheist,AGAINST,0.0,1.0,0.0
352,"And I guess those differences bring us right back to the atheist vs. agnostic thing. Oh well.Out of curiosity, what three philosophers are you referring to?",creationism,AGAINST,AGAINST,atheist vs. agnostic,AGAINST,0.0,1.0,0.0
353,And Onan cast his CO2 into the atmosphere and committed the sin of emission bible SemST,climate change is a concern,FAVOR,AGAINST,Climate Change,AGAINST,0.0,1.0,0.0
353,And Onan cast his CO2 into the atmosphere and committed the sin of emission bible SemST,climate change is a concern,FAVOR,AGAINST,CO2,AGAINST,0.0,1.0,0.0
353,And Onan cast his CO2 into the atmosphere and committed the sin of emission bible SemST,climate change is a concern,FAVOR,AGAINST,Onan,AGAINST,0.0,1.0,0.0
354,And how many shellfish have you eaten in your life?,gay rights,AGAINST,AGAINST,['Shellfish Consumption',AGAINST,0.0,1.0,0.0
354,And how many shellfish have you eaten in your life?,gay rights,AGAINST,AGAINST,'Thought 1A (Explicit Target): shellfish',AGAINST,0.0,1.0,0.0
354,And how many shellfish have you eaten in your life?,gay rights,AGAINST,AGAINST,nan],AGAINST,0.0,1.0,0.0
355,And the reason why there are so many species that aren't on this planet any longer.,creationism,AGAINST,AGAINST,Extinction,AGAINST,0.0,1.0,0.0
355,And the reason why there are so many species that aren't on this planet any longer.,creationism,AGAINST,AGAINST,species,AGAINST,0.0,1.0,0.0
355,And the reason why there are so many species that aren't on this planet any longer.,creationism,AGAINST,AGAINST,species,AGAINST,0.0,1.0,0.0
356,And this site says it better than I could. I love this site. I often go to read its comments and periodicals and newsletters. Here is an article on ID that does discuss the supernatural and I felt it did so very well. There are other nice articles too and I like the resources he uses and states at end of articles.,creationism,FAVOR,AGAINST,Intelligent Design,AGAINST,0.0,1.0,0.0
356,And this site says it better than I could. I love this site. I often go to read its comments and periodicals and newsletters. Here is an article on ID that does discuss the supernatural and I felt it did so very well. There are other nice articles too and I like the resources he uses and states at end of articles.,creationism,FAVOR,AGAINST,God and Science,AGAINST,0.0,1.0,0.0
356,And this site says it better than I could. I love this site. I often go to read its comments and periodicals and newsletters. Here is an article on ID that does discuss the supernatural and I felt it did so very well. There are other nice articles too and I like the resources he uses and states at end of articles.,creationism,FAVOR,AGAINST,ID,AGAINST,0.0,1.0,0.0
357,"And what makes those things you think are evil, truly evil?",gay rights,FAVOR,AGAINST,Concept of Evil,AGAINST,0.0,1.0,0.0
357,"And what makes those things you think are evil, truly evil?",gay rights,FAVOR,AGAINST,evil,AGAINST,0.0,1.0,0.0
357,"And what makes those things you think are evil, truly evil?",gay rights,FAVOR,AGAINST,evil,AGAINST,0.0,1.0,0.0
358,"And what of those who, having studied the Bible and the physical world, determine that the Bible has no basis in fact. being allegorical at best?",creationism,AGAINST,AGAINST,Biblical Interpretation,AGAINST,0.0,1.0,0.0
358,"And what of those who, having studied the Bible and the physical world, determine that the Bible has no basis in fact. being allegorical at best?",creationism,AGAINST,AGAINST,Bible,AGAINST,0.0,1.0,0.0
358,"And what of those who, having studied the Bible and the physical world, determine that the Bible has no basis in fact. being allegorical at best?",creationism,AGAINST,AGAINST,Bible,AGAINST,0.0,1.0,0.0
359,Animals convert oxygen to co2. Plants covert co2 to oxygen. Procaryote cells covert co2 to oxygen. There plants!,creationism,AGAINST,AGAINST,Plants,AGAINST,0.0,1.0,0.0
359,Animals convert oxygen to co2. Plants covert co2 to oxygen. Procaryote cells covert co2 to oxygen. There plants!,creationism,AGAINST,AGAINST,co2,AGAINST,0.0,1.0,0.0
359,Animals convert oxygen to co2. Plants covert co2 to oxygen. Procaryote cells covert co2 to oxygen. There plants!,creationism,AGAINST,AGAINST,co2,AGAINST,0.0,1.0,0.0
360,Another piece of brilliance from machonazi! That is now the counter to feminazi.what you call women!,gay rights,FAVOR,AGAINST,Machonazi,AGAINST,0.0,1.0,0.0
360,Another piece of brilliance from machonazi! That is now the counter to feminazi.what you call women!,gay rights,FAVOR,AGAINST,feminazi,AGAINST,0.0,1.0,0.0
360,Another piece of brilliance from machonazi! That is now the counter to feminazi.what you call women!,gay rights,FAVOR,AGAINST,feminazi,AGAINST,0.0,1.0,0.0
361,"Answers, answers, answers!Thanks. That was great. Nomination for the CreateDebate argument award?Anyway, that earned an upvote. Amazing.",creationism,AGAINST,AGAINST,CreateDebate argument,AGAINST,0.0,1.0,0.0
361,"Answers, answers, answers!Thanks. That was great. Nomination for the CreateDebate argument award?Anyway, that earned an upvote. Amazing.",creationism,AGAINST,AGAINST,CreateDebate,AGAINST,0.0,1.0,0.0
361,"Answers, answers, answers!Thanks. That was great. Nomination for the CreateDebate argument award?Anyway, that earned an upvote. Amazing.",creationism,AGAINST,AGAINST,CreateDebate,AGAINST,0.0,1.0,0.0
362,"Anybody that thinks there is currently a healthy scientific debate over Intelligent Design has missed the history of the last 150 years. It has been known scientifically and popularly since Charles Darwin's day that evolution truly happened, as surely as gravity.Only the fools remain to discuss their contrived alternatives. Richards is a PhD? In what, I wonder. He would be an utter failure as a biologist.",creationism,AGAINST,AGAINST,Intelligent Design,AGAINST,0.0,1.0,0.0
362,"Anybody that thinks there is currently a healthy scientific debate over Intelligent Design has missed the history of the last 150 years. It has been known scientifically and popularly since Charles Darwin's day that evolution truly happened, as surely as gravity.Only the fools remain to discuss their contrived alternatives. Richards is a PhD? In what, I wonder. He would be an utter failure as a biologist.",creationism,AGAINST,AGAINST,Intelligent Design,AGAINST,0.0,1.0,0.0
362,"Anybody that thinks there is currently a healthy scientific debate over Intelligent Design has missed the history of the last 150 years. It has been known scientifically and popularly since Charles Darwin's day that evolution truly happened, as surely as gravity.Only the fools remain to discuss their contrived alternatives. Richards is a PhD? In what, I wonder. He would be an utter failure as a biologist.",creationism,AGAINST,AGAINST,Intelligent Design,AGAINST,0.0,1.0,0.0
363,Anyone else agree we should switch to concrete? Them new snazzy self-lit roads in Netherlands! ElectricitySaving Autobahn SemST,climate change is a concern,FAVOR,AGAINST,Concrete Roads,AGAINST,0.0,1.0,0.0
363,Anyone else agree we should switch to concrete? Them new snazzy self-lit roads in Netherlands! ElectricitySaving Autobahn SemST,climate change is a concern,FAVOR,AGAINST,electricity saving,AGAINST,0.0,1.0,0.0
363,Anyone else agree we should switch to concrete? Them new snazzy self-lit roads in Netherlands! ElectricitySaving Autobahn SemST,climate change is a concern,FAVOR,AGAINST,concrete,AGAINST,0.0,1.0,0.0
364,Appropriate that I'd watch the Futurama episode Crimes of the Hot before the hottest weekend so far this summer. futurama SemST,climate change is a concern,NONE,AGAINST,Futurama episode,AGAINST,0.0,1.0,0.0
364,Appropriate that I'd watch the Futurama episode Crimes of the Hot before the hottest weekend so far this summer. futurama SemST,climate change is a concern,NONE,AGAINST,Futurama,AGAINST,0.0,1.0,0.0
364,Appropriate that I'd watch the Futurama episode Crimes of the Hot before the hottest weekend so far this summer. futurama SemST,climate change is a concern,NONE,AGAINST,Futurama,AGAINST,0.0,1.0,0.0
365,Are the voices of younger generations represented at CSOTA? We have a say in our collective future. environment COP21 SemST,climate change is a concern,FAVOR,AGAINST,#CSOTA,AGAINST,0.0,1.0,0.0
365,Are the voices of younger generations represented at CSOTA? We have a say in our collective future. environment COP21 SemST,climate change is a concern,FAVOR,AGAINST,CSOTA,AGAINST,0.0,1.0,0.0
365,Are the voices of younger generations represented at CSOTA? We have a say in our collective future. environment COP21 SemST,climate change is a concern,FAVOR,AGAINST,COP21,AGAINST,0.0,1.0,0.0
366,Are you asserting that you are psychic? or at least that you know what is in their dreams? Or is this just rhetoric?,gay rights,AGAINST,AGAINST,Psychic Abilities,AGAINST,0.0,1.0,0.0
366,Are you asserting that you are psychic? or at least that you know what is in their dreams? Or is this just rhetoric?,gay rights,AGAINST,AGAINST,psychic,AGAINST,0.0,1.0,0.0
366,Are you asserting that you are psychic? or at least that you know what is in their dreams? Or is this just rhetoric?,gay rights,AGAINST,AGAINST,dreams,AGAINST,0.0,1.0,0.0
367,Are you going to leave me alone or what?,gay rights,AGAINST,AGAINST,['Unspecified Individual',AGAINST,0.0,1.0,0.0
367,Are you going to leave me alone or what?,gay rights,AGAINST,AGAINST,'Twitter',AGAINST,0.0,1.0,0.0
